Carimbo de data/hora,Nome da Instituição:,CNES:,Data:,Responsável pelo preenchimento:,Quantidade de leitos clínicos SUS totais:,Quantidade de leitos clínicos SUS ocupados:,Quantidade de leitos clínicos convênios/particulares totais:,Quantidade de leitos clínicos convênios/particulares ocupados:,Quantidade de leitos cirúrgicos SUS totais:,Quantidade de leitos cirúrgicos SUS ocupados:,Quantidade de leitos cirúrgicos convênios/particulares totais:,Quantidade de leitos cirúrgicos convênios/particulares ocupados:,Quantidade de leitos pediátricos SUS totais:,Quantidade de leitos pediátricos SUS ocupados:,Quantidade de leitos pediátricos convênios/particulares totais:,Quantidade de leitos pediátricos convênios/particulares ocupados:,Quantidade de leitos de UTIA SUS totais:,Quantidade de leitos de UTIA SUS ocupados:,Quantidade de leitos de UTIA convênios/particulares totais:,Quantidade de leitos de UTIA convênios/particulares ocupados:,Quantidade de leitos de UTI Neo e Ped SUS totais:,Quantidade de leitos de UTI Neo e Ped SUS ocupados:,Quantidade de leitos de UTI Neo e Ped convênios/particulares totais:,Quantidade de leitos de UTI Neo e Ped convênios/particulares ocupados:,Quantidade de leitos de GO/obstetrícia SUS totais:,Quantidade de leitos de GO/obstetrícia SUS ocupados:,Quantidade de leitos de GO/obstetrícia convênios/particulares totais:,Quantidade de leitos de GO/obstetrícia convênios/particulares ocupados:,Quantidade de pacientes em isolamento que necessitam de quarto privativo (ex.: quartos com 02 leitos ocupados com apenas 01 paciente em isolamento):,Quantidade de leitos de UCINCo/UCINCa SUS totais:,Quantidade de leitos de UCINCo/UCINCa convênios/particulares ocupados:,Quantidade de leitos de UCINCo/UCINCa SUS ocupados:,Quantidade de leitos de UCINCo/UCINCa convênios/particulares totais:,Anexar censo diário por tipo de clínica (censo hospitalar gerado pelo sistema utilizado na instituição):,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6
12/07/2025 11:46:00,Santa Casa Ituverava,2751704,12.07.2025,,30,21,19,9,11,7,8,2,5,0,3,0,9,8,1,1,0,0,0,0,12,1,9,1,,0,0,0,0,https://drive.google.com/open?id=1khILEP78DWB0-M17spf-2NDMY_bHNWl2,,,,,,
14/07/2025 07:43:00,Santa Casa de Franca,2705982,12/07/2025,,115,102,8,8,81,78,14,10,24,26,0,0,48,34,2,2,24,18,1,0,36,44,0,0,,18,0,15,0,https://drive.google.com/open?id=1Oic0pXNAyAE1vkM6lFJAD_1shDynumGp,,,,,,
13/07/2025 11:51:00,SANTA CASA DE MISERICORDIA DE ITUVERAVA,2751704,13/07/2025,,36,17,16,6,36,3,16,0,5,0,3,0,10,9,2,2,0,0,0,0,12,5,1,1,,0,0,0,0,https://drive.google.com/open?id=10o6MeW6OMYYLUG6zQDIHQfhZhjkd1w7M,,,,,,
14/07/2025 11:44:00,Santa Casa de FRanca,2705982,14/07/2025,,115,111,8,7,81,79,14,8,24,20,0,0,48,29,2,2,24,15,1,0,36,35,0,0,,18,0,17,0,https://drive.google.com/open?id=1Hk0Cqcf2lZY4yXgk0TpbHgzi-gPr1Hrb,,,,,,
14/07/2025 11:59:00,Santa Casa Ituverava,2751704,14.07.2025,,30,16,19,6,11,7,8,1,5,0,3,0,9,6,1,3,0,0,0,0,12,2,9,0,,0,0,0,0,https://drive.google.com/open?id=1E32vk0rfV_fFon5sZ4g-fBncU6gJticF,,,,,,
14/07/2025 14:23:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,14/07/2025,,43,29,16,8,10,10,7,5,4,3,2,1,8,6,2,1,0,0,0,0,12,2,8,0,,0,0,0,0,https://drive.google.com/open?id=129lN4B4Bh9lom5vdxfrjI2eyuYhNk8mE,,,,,,
15/07/2025 11:11:00,Santa Casa de FRanca,2705982,15/07/2025,,115,112,8,7,81,82,14,7,24,21,0,0,48,33,2,2,24,14,1,0,36,32,0,0,,18,0,17,0,https://drive.google.com/open?id=1AUntyMxtt2A1WoOMFhYcHnGWpT61tteL,,,,,,
15/07/2025 12:18:00,Santa Casa Ituverava,2751704,15.07.2025,,30,19,19,6,11,12,8,1,5,0,3,0,9,7,1,3,0,0,0,0,12,5,9,2,,0,0,0,0,https://drive.google.com/open?id=1ICd6JvOuMGRLLXxa3VEoUPoXZcjlMMzp,,,,,,
15/07/2025 15:26:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,15/07/2025,,43,24,16,11,10,8,7,6,4,4,2,0,8,7,2,1,0,0,0,0,12,4,8,0,,0,0,0,0,https://drive.google.com/open?id=1qdNCD-N37bwEFcM55PCTbSfBkiCGWfAz,,,,,,
16/07/2025 09:05:00,SANTA CASA DE MISERICORDIA DE ITUVERAVA,2751704,16/07/2025,,30,7,19,7,11,9,8,3,3,1,3,0,9,10,1,0,0,0,0,0,12,1,9,0,,0,0,0,0,https://drive.google.com/open?id=1wCFQFt5Hb_kWtlEA53zRyeGglfaRMprT,,,,,,
16/07/2025 11:15:00,Santa Casa de Franca,2705982,16.07.2025,,115,117,8,8,81,81,14,11,24,20,0,0,48,35,2,2,24,15,1,0,36,39,0,0,,18,0,17,0,https://drive.google.com/open?id=15NKBnEI-ETVISjDfbyahEkEJDy4GkaxI,,,,,,
16/07/2025 14:21:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,16/07/2025,,43,26,16,10,10,13,7,6,4,5,2,1,8,6,2,1,0,0,0,0,12,1,8,0,,0,0,0,0,https://drive.google.com/open?id=10J6o5m4V82AdMtwIfE4V_QNcYL5C9gMg,,,,,,
17/07/2025 11:16:00,SAnta Casa de FRanca,2705982,17/07/2025,,115,116,8,7,81,81,14,9,24,22,0,0,48,32,2,2,24,14,1,0,36,36,0,0,,18,0,17,0,https://drive.google.com/open?id=1L0HLbUrMrD0GdsTpnoYVsShkuJJGHuxu,,,,,,
17/07/2025 12:07:00,Santa Casa Ituverava,2751704,17.07.2025,,30,18,19,6,11,5,8,4,5,0,3,0,9,8,1,1,0,0,0,0,12,2,9,2,,0,0,0,0,https://drive.google.com/open?id=15ehyM5SRg4Z9TIQ3e0mUeXNl3dRIlcI6,,,,,,
17/07/2025 14:00:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,17/07/2025,,43,27,16,8,10,6,7,2,4,5,2,0,8,8,2,1,0,0,0,0,12,4,8,0,,0,0,0,0,https://drive.google.com/open?id=1CyEysP_VtF3r6DtMtPmAkgBGKPRCM-IX,,,,,,
18/07/2025 10:51:00,Santa Casa de Franca,2705982,18/07/2025,,115,114,8,8,81,88,14,7,24,21,0,0,48,31,2,2,24,12,1,0,36,40,0,0,,18,0,16,0,https://drive.google.com/open?id=1vjwj3y3hSnBIiZ2ktSzfHrmw95f7ZPBH,,,,,,
18/07/2025 12:03:00,Santa Casa Ituverava,2704704,18.07.2025,,30,22,19,3,11,10,8,1,5,0,3,0,9,9,1,1,0,0,0,0,12,5,9,2,,0,0,0,0,https://drive.google.com/open?id=1nOa-kA6BNVZFSALlh7i01yxITOGQ0i8f,,,,,,
18/07/2025 13:51:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,18/07/2025,,43,31,16,10,10,6,7,2,4,5,2,0,8,8,2,1,0,0,0,0,12,4,8,0,,0,0,0,0,https://drive.google.com/open?id=1ETrbbTjKM4JE9tV2Uwo_Qc8NWdN9lX13,,,,,,
19/07/2025 09:59:00,SANTA CASA DE MISERICORDIA DE ITUVERAVA,2751704,19/07/2025,,30,24,19,1,11,8,8,8,5,5,3,3,9,10,1,1,0,0,0,0,12,3,5,2,,0,0,0,0,https://drive.google.com/open?id=1bcILUqiBb4k_7byfIV_5dImNJRaEyCq1,,,,,,
19/07/2025 14:28:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,19.07.2025,,43,30,16,5,10,5,7,1,4,4,2,0,8,7,2,2,0,0,0,0,12,2,8,1,,0,0,0,0,https://drive.google.com/open?id=1VmmB5VfX8_n2BfjvA9DqNRxSxtApsfEZ,,,,,,
20/07/2025 17:07:00,SANTA CASA DE MISERICORDIA DE ITUVERAVA,2751704,20.07.2025,,30,13,19,7,11,5,8,1,5,2,3,0,9,10,1,1,0,0,0,0,12,2,9,0,,0,0,0,0,https://drive.google.com/open?id=1at31PvGS0r7a4Bp8TXsEsA8mni1PvI7e,,,,,,
21/07/2025 10:34:00,Santa Casa de FRanca,27805982,20/07/2025,,115,102,8,6,81,62,14,7,24,16,0,0,48,30,2,2,24,17,1,0,36,33,0,0,,18,0,17,0,https://drive.google.com/open?id=1eZFjBesvb4sISJu_NsxoCYsiwoLYY4_b,,,,,,
21/07/2025 11:03:00,Santa Casa de Franca,2705982,21/07/2025,,115,98,8,5,81,71,14,6,24,17,0,0,48,32,2,2,24,17,1,0,36,39,0,0,,18,0,13,0,https://drive.google.com/open?id=146_HgOnoltGLaorKHmVrgKuC0KAREXx0,,,,,,
21/07/2025 12:21:00,Santa Casa Ituverava,2751704,21.07.2025,,30,26,19,5,11,6,8,2,5,1,3,0,9,7,1,2,0,0,0,0,12,4,9,1,,0,0,0,0,https://drive.google.com/open?id=1UsvGm8TbUTyn06fifS9Wl6xvEUwqnwEQ,,,,,,
21/07/2025 14:27:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,21/07/2025,,43,27,16,5,10,7,7,5,4,3,2,0,8,8,2,2,0,0,0,0,12,0,8,1,,0,0,0,0,https://drive.google.com/open?id=1_v4osB1H2JT3BK-cWazmGz2oCRCGNlmA,,,,,,
22/07/2025 11:19:00,Santa Casa de Franca,2705982,22.07.2025,,115,117,8,7,81,94,14,6,24,18,0,0,48,40,2,2,24,15,1,0,36,37,0,0,,18,0,14,0,https://drive.google.com/open?id=1sFQ30WYjymeKilGxyn_r8Fea3N-fqETO,,,,,,
22/07/2025 12:33:00,Santa Casa Ituverava,2751704,22/07/2025,,30,28,19,2,11,8,8,2,5,3,3,0,9,8,1,1,0,0,0,0,12,5,9,3,,0,0,0,0,https://drive.google.com/open?id=1TaE-MRheAUF5lbV-dEWSH7rkZKuyvpGb,,,,,,
22/07/2025 14:38:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,22.07.2025,,43,27,16,7,10,9,7,7,4,2,2,0,8,7,2,1,0,0,0,0,12,0,8,0,,0,0,0,0,https://drive.google.com/open?id=1fpk7uXAgbGOE3vk9VeQc6BmUHI1rbSN6,,,,,,
23/07/2025 11:09:00,Santa Casa de FRanca,2705982,23/07/2025,,115,121,8,8,81,96,14,7,24,24,0,0,48,42,2,2,24,15,1,0,36,41,0,0,,18,0,12,0,https://drive.google.com/open?id=19E32fv3oDvDTNVum1wCWQpZBs930VE2Q,,,,,,
23/07/2025 11:45:00,Santa Casa Ituverava,2751704,23.07.2025,,30,27,19,6,11,6,8,4,5,3,3,0,9,10,1,0,0,0,0,0,12,4,9,2,,0,0,0,0,https://drive.google.com/open?id=18VcONxwhRjfZ39dWOmUZ5JNXZ2bKkvqq,,,,,,
23/07/2025 15:07:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,23/07/2025,,43,34,16,7,10,3,7,7,4,2,2,0,8,7,2,1,0,0,0,0,12,2,8,0,,0,0,0,0,https://drive.google.com/open?id=1BBF1NScgAnitboViTqKucmE_CjoREMcm,,,,,,
24/07/2025 10:50:00,Santa Casa de Franca,2705982,24.07.2025,,115,123,8,3,81,80,14,6,24,28,0,0,48,39,2,2,24,15,1,0,36,45,0,0,,18,0,12,0,https://drive.google.com/open?id=1VMJ94ZI4DT1SAeTy8x4OgNnGHlKAqiTP,,,,,,
24/07/2025 12:17:00,Santa Casa Ituverava,2751704,24/07/2025,,30,27,19,5,11,8,8,2,5,5,3,0,9,10,1,0,0,0,0,0,12,7,9,2,,0,0,0,0,https://drive.google.com/open?id=1DUqOfNY5OjFS0A-kH0BmVtKkT39h1JsW,,,,,,
24/07/2025 14:53:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,24.07.2025,,43,34,16,8,10,6,7,5,4,2,2,0,8,6,2,1,0,0,0,0,12,3,8,1,,0,0,0,0,https://drive.google.com/open?id=1v3VPjHt42LfbdB8Ygs-lMJSkSBto1bqe,,,,,,
25/07/2025 10:14:00,Santa Casa de FRanca,2705982,25/07/2025,,115,118,8,6,81,76,14,5,24,28,0,0,48,41,2,2,24,15,1,0,36,39,0,0,,18,0,10,0,https://drive.google.com/open?id=1P89McbGHXtjWwjLZqkw54hA_n5v6ecsH,,,,,,
25/07/2025 12:02:00,Santa Casa Ituverava,2751704,25.07.2025,,30,24,19,4,11,4,8,3,5,4,3,1,9,10,1,0,0,0,0,0,12,3,9,3,,0,0,0,0,https://drive.google.com/open?id=1a607zyfYBGK86QSLJ_lEIEfqdNHb7hsJ,,,,,,
25/07/2025 14:13:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,25/07/2025,,43,31,16,8,10,5,7,4,4,2,2,0,8,7,2,1,0,0,0,0,12,2,8,0,,0,0,0,0,https://drive.google.com/open?id=1DSMg6Vm7-0j6Iy-MYtKMsJCU9bKSq24X,,,,,,
26/07/2025 12:12:00,Santa Casa Ituverava,2751704,26.07.2025,,30,24,19,5,11,4,8,2,5,1,3,0,9,10,1,0,0,0,0,0,12,2,9,2,,0,0,0,0,https://drive.google.com/open?id=1IH0rB8vNIvcrhqLA_UDCXHgUnwoCBbJp,,,,,,
26/07/2025 15:52:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,26/07/2025,,43,26,16,10,10,3,7,3,4,0,2,0,8,7,2,1,0,0,0,0,12,0,8,0,,0,0,0,0,https://drive.google.com/open?id=1QxX4g3ykPQHeLPvj5rcCBE2sqsVJqOZH,,,,,,
28/07/2025 08:05:00,Santa Casa de Franca,2705982,26.07.2025,,115,109,8,8,81,58,14,1,24,26,0,0,48,43,2,2,24,13,1,1,36,34,0,0,,18,0,9,0,https://drive.google.com/open?id=1onXLQ_be_gO_F2ODVPPRld4UULGmGfUL,,,,,,
27/07/2025 11:53:00,SANTA CASA DE MISERICORDIA DE ITUVERAVA,2751704,27/07/2025,,30,21,19,6,11,5,8,0,5,0,3,0,9,10,1,1,0,0,0,0,12,0,9,0,,0,0,0,0,https://drive.google.com/open?id=1ZIhVQ7s8FBRZ6UjDcbH76UK8dcmcMAYi,,,,,,
28/07/2025 11:06:00,Santa Casa de Franca,2705982,27.07.2025,,115,99,8,8,81,64,14,8,24,22,0,0,48,42,2,2,24,11,1,0,36,22,0,0,,18,0,10,0,https://drive.google.com/open?id=1GwMqJj8iv9hjQA3qdGvEkRby6HEXJXlA,,,,,,
28/07/2025 11:14:00,Santa Casa de Franca,2705982,28/07/2025,,115,106,8,8,81,78,14,9,24,26,0,0,48,40,2,2,24,10,1,1,36,23,0,0,,18,0,8,0,https://drive.google.com/open?id=1YSDPNd6CdoMuIzjZxr8LLID5zqL5eve6,,,,,,
28/07/2025 11:51:00,Santa Casa Ituverava,2751704,28.07.2025,,30,29,19,5,11,1,8,0,5,0,3,1,9,10,1,0,0,0,0,0,12,4,9,0,,0,0,0,0,https://drive.google.com/open?id=1bnrDhzrtNt9rZ_JDjk_8f2u3AnV6MVHc,,,,,,
28/07/2025 14:23:00,SANTA CASA DE MISERICORDIA DE SÃƒO JOAQUIM DA BARRA,2080044,28/07/2025,,43,30,16,12,10,6,7,6,4,0,2,0,8,6,2,4,0,0,0,0,12,1,8,0,,0,0,0,0,https://drive.google.com/open?id=16XxvCyERK_t5_ELKs73hrheYkEZlaJ2J,,,,,,
14/08/2025 16:48:33,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,14.08.2025,,43,24,13,3,10,12,7,3,10,2,2,0,8,6,2,1,0,0,0,0,12,1,8,0,0,0,0,0,0,,,,,,,
15/08/2025 14:42:20,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,15.08.2025,,43,23,16,7,10,10,7,3,4,0,2,0,8,4,2,0,0,0,0,0,12,0,8,0,0,0,0,0,0,https://drive.google.com/open?id=15nCJSXhti0qHRAcYEnJk4dHIuZ6USa-c,,,,,,
16/08/2025 14:25:27,SANTA CASA DE MISERICÓRDIA DE SÃO JOAQUIM DA BARRA ,2080044,16.08.2025,,43,14,13,4,10,6,7,2,10,1,2,0,8,4,2,2,0,0,0,0,12,1,6,1,0,0,0,0,0,,,,,,,
19/08/2025 14:12:39,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,19.08.2025,,43,25,16,8,10,7,7,7,4,2,2,0,8,6,2,2,0,0,0,0,12,1,8,0,0,0,0,0,0,,,,,,,
20/08/2025 11:15:54,Santa Casa de Franca,2705982,20/08/2025,,115,116,8,8,81,94,14,6,24,23,0,0,48,40,2,2,24,13,0,0,36,38,0,0,1,18,0,12,0,,,,,,,
20/08/2025 14:13:48,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,20.08.2025,,43,28,13,7,10,9,7,8,8,2,2,0,8,7,2,1,0,0,0,0,12,2,8,0,0,0,0,0,0,,,,,,,
21/08/2025 11:20:29,Santa Casa de Franca,2705982,21/08/2025,,115,108,8,5,81,95,14,4,24,22,0,0,48,45,2,2,24,20,1,0,36,37,0,0,1,18,0,13,0,,,,,,,
21/08/2025 13:55:00,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,21.08.2025,,43,33,13,7,10,7,7,9,10,2,2,0,8,8,2,4,0,0,0,0,12,2,8,0,0,0,0,0,0,,,,,,,
22/08/2025 11:11:28,Santa Casa de Franca,2705982,22/08/2025,,115,115,8,3,81,84,14,9,24,26,0,0,48,45,2,2,24,20,0,0,36,36,0,0,0,18,0,12,0,,,,,,,
22/08/2025 14:16:41,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,22.08.2025,,43,34,13,8,10,3,7,6,10,1,2,0,8,0,2,4,0,0,0,0,12,1,8,0,0,0,0,0,0,,,,,,,
25/08/2025 08:13:28,Santa Casa de Franca,2705982,23/08/2025,,115,112,8,8,81,68,14,5,24,19,0,0,48,41,2,2,24,17,0,0,36,32,0,0,0,18,0,16,0,,,,,,,
25/08/2025 09:03:49,Santa Casa de Franca,2705982,24/08/2025,,115,120,8,8,81,60,14,8,24,24,0,0,48,41,2,2,24,14,0,0,36,30,0,0,0,18,0,14,0,,,,,,,
25/08/2025 09:42:15,SAnta Casa de Franca,2705982,25/08/2025,,115,121,8,8,81,65,14,8,24,24,0,0,48,44,2,2,24,14,1,0,36,29,0,0,0,18,0,14,0,,,,,,,
26/08/2025 11:54:00,Santa Casa de Franca,2705982,26/08/2025,,115,125,8,8,81,81,14,13,24,23,0,0,48,44,2,2,24,15,1,1,36,33,0,0,,18,0,17,0,,,,,,,
26/08/2025 15:44:59,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,26.08.2025,,43,32,13,8,10,7,7,7,8,3,2,0,8,4,2,5,0,0,0,0,12,1,8,0,0,0,0,0,0,,,,,,,
27/08/2025 14:29:57,Santa Casa de Franca,2705982,27/08/2025,,115,133,8,8,81,72,14,14,24,26,0,0,48,41,2,2,24,17,1,0,36,47,0,0,1,18,0,15,0,,,,,,,
27/08/2025 14:52:37,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,27.08.2025,,43,32,10,9,10,9,7,2,4,8,4,2,8,3,2,4,0,0,0,0,12,1,8,0,0,0,0,0,0,,,,,,,
28/08/2025 11:05:11,SAnta Casa de FRanca,2705982,28/08/2025,,115,127,8,8,81,80,14,14,24,26,0,0,48,40,2,2,24,15,1,1,36,37,0,0,1,18,0,15,0,,,,,,,
28/08/2025 14:33:05,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,28.08.2025,,43,25,13,10,10,10,7,4,8,5,2,0,8,4,2,5,0,0,0,0,12,3,8,0,0,0,0,0,0,,,,,,,
29/08/2025 13:30:39,Santa Casa de FRanca,2705982,29/08/2025,,115,115,8,8,81,77,14,10,24,24,0,0,48,46,2,2,24,17,1,1,36,36,0,0,0,18,0,13,0,,,,,,,
01/09/2025 10:13:49,Santa Casa de Franca,2705982,01/09/2025,,115,117,8,5,81,76,14,2,24,28,0,0,48,41,2,1,24,13,1,1,36,31,0,0,0,18,0,13,0,,,,,,,
02/09/2025 11:44:42,Santa Casa de Franca,2705982,02/09/2025,,115,111,8,7,81,84,14,3,24,26,0,0,48,42,2,1,24,12,1,1,36,36,0,0,0,18,0,12,0,,,,,,,
03/09/2025 09:45:56,Santa Casa de Franca,2705982,03/09/2025,,115,110,8,7,81,88,14,7,24,25,0,0,48,42,2,1,24,12,0,0,36,36,0,0,0,18,0,12,,,,,,,,
03/09/2025 14:47:38,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA ,2080044,03.09.2025,,43,32,13,11,10,13,7,8,8,0,2,1,8,5,2,4,0,0,0,0,12,2,8,2,0,0,0,0,0,,,,,,,
04/09/2025 12:02:18,Fundação Santa Casa de Misericórdia de Franca,27059882,04/09/2025,,115,115,8,6,81,98,14,5,24,29,0,0,48,43,2,2,24,11,1,1,36,43,0,0,0,18,0,13,0,,,,,,,
05/09/2025 11:30:54,Fundação Santa Casa de Misericordia de Franca,2705982,05/09/2025,,115,96,8,5,81,83,14,2,24,24,0,0,48,46,2,2,24,14,1,1,36,40,0,0,0,18,0,12,0,,,,,,,
08/09/2025 10:46:00,Fundação Santa Casa de Misericordia de Franca,2705982,07/09/2025,,115,111,8,5,81,78,14,3,24,27,0,0,48,46,2,1,24,10,1,0,36,29,0,0,0,18,0,15,0,,,,,,,
08/09/2025 10:52:05,Fundação Santa Casa de Misericordia de Franca,2705982,08/09/2025,,115,115,8,4,81,85,14,3,24,30,0,0,48,44,2,2,24,11,1,0,36,29,0,0,0,18,0,14,0,,,,,,,
09/09/2025 10:55:49,Fundação Santa Casa de Misericordia de Franca,2705982,09/09/2025,,115,124,8,4,81,98,14,2,24,27,0,0,48,45,2,2,24,12,1,0,36,36,0,0,0,18,0,16,0,,,,,,,
10/09/2025 09:16:24,Santa Casa de Franca,2705982,10/09/2025,,115,117,8,3,81,97,14,6,24,20,0,0,48,45,2,2,24,10,1,0,36,44,0,0,0,16,0,0,0,,,,,,,
11/09/2025 15:31:19,Fundação Santa Casa de Misericórdia de Franca,2705982,11/09/2025,,115,111,8,3,81,91,14,3,24,20,0,0,48,44,2,2,24,10,1,1,36,39,0,0,0,18,0,16,0,,,,,,,
12/09/2025 09:38:03,Fundação Santa Casa de Misericórdia de Franca,2705982,12/09/2025,,115,104,8,5,81,86,14,4,24,21,0,0,48,43,2,2,24,10,1,1,36,48,0,0,0,18,0,17,0,,,,,,,
15/09/2025 11:06:50,Fundação Santa Casa de Misericordia de Franca,2705982,13/09/2025,,115,97,8,5,81,83,14,5,24,23,0,0,48,40,2,2,24,11,1,1,36,50,0,0,0,18,0,17,0,,,,,,,
15/09/2025 11:18:52,Fundação Santa Casa de Misericórdia de Franca,2705982,14/09/2025,,115,91,8,5,81,78,14,2,24,25,0,0,48,42,2,2,24,12,1,1,36,45,0,0,0,18,0,15,0,,,,,,,
15/09/2025 11:23:14,Fundação Santa Casa de Misericórdia de Franca,2705982,15/09/2025,,115,98,8,7,81,86,14,3,24,29,0,0,48,44,2,2,24,11,1,1,36,43,0,0,0,18,0,14,0,,,,,,,
16/09/2025 10:31:15,Fundação Santa Casa de Misericórdia de Franca,2705982,16/09/2025,,115,107,8,7,81,102,14,1,24,23,0,0,48,46,2,2,24,12,1,0,36,41,0,0,0,18,0,15,0,,,,,,,
17/09/2025 10:56:52,Fundação Santa Casa de Misericordia de Franca,2705982,17/09/2025,,115,106,8,7,81,102,14,4,24,22,0,0,48,43,2,2,24,11,1,0,36,41,0,0,0,18,0,15,0,,,,,,,
18/09/2025 09:14:41,Santa Casa de Franca,2705982,18/09/2025,,115,112,8,8,81,95,14,1,24,23,0,0,48,45,2,2,24,11,0,0,36,34,0,0,0,18,0,17,0,,,,,,,
18/09/2025 16:22:05,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,18.09.2025,,43,22,13,6,10,5,7,4,8,3,2,1,8,7,2,5,0,0,0,0,12,3,8,1,0,0,0,0,0,,,,,,,
19/09/2025 10:49:39,Santa Casa de Franca,2705982,19/09/2025,,115,117,8,8,81,84,14,3,24,25,0,0,48,45,2,1,24,12,0,0,36,41,0,0,0,18,0,18,0,,,,,,,
19/09/2025 12:12:11,Santa Casa de Misericórdia de Ituverava,2751704,19/09/2025,,30,22,19,2,11,4,8,1,5,0,3,1,9,6,1,2,0,0,0,0,12,2,9,4,2,0,0,0,0,,,,,,,
19/09/2025 10:49:39,Santa Casa de Franca,2705982,19/09/2025,,115,117,8,8,81,84,14,3,24,25,0,0,48,45,2,1,24,12,0,0,36,41,0,0,0,18,0,18,0,,,,,,,
19/09/2025 12:12:11,Santa Casa de Misericórdia de Ituverava,2751704,19/09/2025,,30,22,19,2,11,4,8,1,5,0,3,1,9,6,1,2,0,0,0,0,12,2,9,4,2,0,0,0,0,,,,,,,
