Carimbo de data/hora,Nome da Instituição:,CNES:,Data:,Responsável pelo preenchimento:,Quantidade de leitos clínicos SUS totais:,Quantidade de leitos clínicos SUS ocupados:,Quantidade de leitos clínicos convênios/particulares totais:,Quantidade de leitos clínicos convênios/particulares ocupados:,Quantidade de leitos cirúrgicos SUS totais:,Quantidade de leitos cirúrgicos SUS ocupados:,Quantidade de leitos cirúrgicos convênios/particulares totais:,Quantidade de leitos cirúrgicos convênios/particulares ocupados:,Quantidade de leitos pediátricos SUS totais:,Quantidade de leitos pediátricos SUS ocupados:,Quantidade de leitos pediátricos convênios/particulares totais:,Quantidade de leitos pediátricos convênios/particulares ocupados:,Quantidade de leitos de UTIA SUS totais:,Quantidade de leitos de UTIA SUS ocupados:,Quantidade de leitos de UTIA convênios/particulares totais:,Quantidade de leitos de UTIA convênios/particulares ocupados:,Quantidade de leitos de UTI Neo e Ped SUS totais:,Quantidade de leitos de UTI Neo e Ped SUS ocupados:,Quantidade de leitos de UTI Neo e Ped convênios/particulares totais:,Quantidade de leitos de UTI Neo e Ped convênios/particulares ocupados:,Quantidade de leitos de GO/obstetrícia SUS totais:,Quantidade de leitos de GO/obstetrícia SUS ocupados:,Quantidade de leitos de GO/obstetrícia convênios/particulares totais:,Quantidade de leitos de GO/obstetrícia convênios/particulares ocupados:,Quantidade de pacientes em isolamento que necessitam de quarto privativo (ex.: quartos com 02 leitos ocupados com apenas 01 paciente em isolamento):,Quantidade de leitos de UCINCo/UCINCa SUS totais:,Quantidade de leitos de UCINCo/UCINCa convênios/particulares ocupados:,Quantidade de leitos de UCINCo/UCINCa SUS ocupados:,Quantidade de leitos de UCINCo/UCINCa convênios/particulares totais:,Anexar censo diário por tipo de clínica (censo hospitalar gerado pelo sistema utilizado na instituição):,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6
19/09/2025 16:47:09,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,19.09.2025,,43,21,13,7,10,5,7,1,8,3,2,1,8,7,2,4,0,0,0,0,18,1,12,1,0,0,0,0,0,,,,,,,
20/09/2025 08:31:42,Santa Casa de Misericórdia de Ituverava,2751704,20/9/2025,,30,20,19,2,11,8,8,1,5,1,3,2,9,7,1,2,0,0,0,0,12,0,9,2,1,0,0,0,0,,,,,,,
22/09/2025 09:14:41,Santa Casa de Misericórdia de Ituverava,2751704,22/09/2025,,30,20,19,1,12,4,8,3,5,0,3,1,9,7,1,2,0,0,0,0,12,1,9,1,0,0,0,0,0,,,,,,,
22/09/2025 09:35:16,Fundação Santa Casa de Misericordia de Franca,2705982,20/09/2025,,115,108,8,8,81,66,14,8,24,22,0,0,48,47,2,1,24,11,1,0,36,39,0,0,0,18,0,18,0,,,,,,,
22/09/2025 09:39:09,Fundação Santa Casa de Misericordia de Franca,2705982,22/09/2025,,115,108,8,8,81,81,14,10,24,28,0,0,48,42,2,0,24,11,1,0,36,25,0,0,0,18,0,17,0,,,,,,,
22/09/2025 14:35:19,Fundação Santa Casa de Misericordia de Franca,2705982,21/09/2025,,115,107,8,8,81,62,14,7,24,25,0,0,48,44,2,1,24,12,1,0,36,33,0,0,0,18,0,18,0,,,,,,,
23/09/2025 10:06:20,Fundação Santa Casa de Misericordia de Franca,2705982,23/09/2025,,115,118,8,8,81,103,14,6,24,27,0,0,48,44,2,0,24,11,1,0,36,39,0,0,0,18,0,16,0,,,,,,,
23/09/2025 11:30:59,Santa Casa de Misericórdia de  Ituverava,2751704,23/09/2025,,30,17,19,1,11,5,8,3,5,2,3,1,9,9,1,1,0,0,0,0,12,2,9,1,0,0,0,0,0,,,,,,,
23/09/2025 15:17:49,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,23.09.2025,,43,31,13,11,10,12,7,7,8,1,2,0,8,7,2,1,0,0,0,0,19,0,12,1,0,0,0,0,0,,,,,,,
24/09/2025 10:48:06,Fundação Santa Casa de Misericórdia de Franca,2705982,24/09/2025,,115,119,8,8,81,106,14,7,24,26,0,0,48,45,2,0,24,12,1,0,36,45,0,0,0,18,0,16,0,,,,,,,
24/09/2025 11:43:50,Santa Casa de Misericórdia de Ituverava,2751704,24/09/2025,,30,17,19,6,11,4,8,4,5,3,3,0,9,9,1,1,0,0,0,0,12,2,9,0,1 (Leito 202-1),0,0,0,0,,,,,,,
24/09/2025 15:07:37,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,24.09.2025,,43,25,13,12,10,4,7,12,8,1,2,0,8,6,2,1,0,0,0,0,18,3,12,0,0,0,0,0,0,,,,,,,
25/09/2025 08:05:48,Santa Casa De Misericórdia de Ituverava,2751704,25/09/2025,,30,19,19,9,11,9,8,3,5,3,3,0,9,9,1,1,0,0,0,0,12,1,9,4,1,0,0,0,0,,,,,,,
25/09/2025 09:48:55,Fundação Santa Casa de Miséricordia de Franca,2705982,25/09/2025,,115,117,8,8,81,97,14,5,24,28,0,0,48,47,2,0,24,12,1,0,36,51,0,0,0,18,0,16,0,,,,,,,
25/09/2025 15:36:35,SANTA CASA DE MISERICORDIA DE SÃO JOAQUIM DA BARRA,2080044,25.09.2025,,43,25,13,10,10,7,7,6,8,0,2,1,8,7,2,1,0,0,0,0,18,3,12,0,0,0,0,0,0,,,,,,,
26/09/2025 10:26:33,Fundação Santa Casa de Misericórdia de Franca,2705982,26/09/2025,,115,120,8,8,81,89,14,5,24,28,0,0,48,46,2,1,24,13,1,0,36,50,0,0,0,18,0,14,0,,,,,,,
26/09/2025 12:40:02,Santa Casa de Misericórdia de   Ituverava,2751704,26/09/2025,,30,20,19,7,11,4,8,1,5,2,3,0,9,9,1,0,0,0,0,0,12,1,9,2,1,0,0,0,0,,,,,,,
29/09/2025 10:29:04,Santa Casa de Misericordia de  Ituverava,2751704,29/09/2025,,30,19,19,1,11,3,8,0,5,1,3,1,9,10,1,0,0,0,0,0,12,2,9,2,2,0,0,0,0,,,,,,,
29/09/2025 10:36:35,Fundação Santa Casa de Misericordia de Franca,2705982,27/09/2025,,115,113,8,8,81,69,14,7,24,26,0,0,48,41,2,1,24,11,1,0,36,49,0,0,0,18,0,15,0,,,,,,,
29/09/2025 10:42:09,Fundação Santa Casa de Misericórdia de Franca,2705982,29/09/2025,,115,110,8,8,81,75,14,8,24,25,0,0,48,42,2,1,24,12,1,0,36,38,0,0,0,18,0,12,0,,,,,,,
30/09/2025 08:14:49,Santa Casa de Misericórdia de Ituverava,2751704,30/09/2025,,30,24,19,5,11,7,8,2,5,1,3,0,9,7,1,0,0,0,0,0,12,4,9,1,2,0,0,0,0,,,,,,,
30/09/2025 11:38:34,Fundação Santa Casa de Misericórdia de Franca,2705982,30/09/2025,,115,113,8,8,81,87,14,4,24,27,0,0,48,44,2,1,24,10,1,0,36,45,0,0,0,18,0,13,0,,,,,,,
01/10/2025 08:36:52,Santa Casa de Misericórdia de Ituverava,2751704,01/10/2025,,30,24,19,6,11,4,8,5,5,1,3,0,9,5,1,1,0,0,0,0,12,3,9,0,1,0,0,0,0,,,,,,,
01/10/2025 09:44:46,Fundação Santa Casa de Misericórdia de Franca,2705982,01/10/2025,,115,110,8,8,81,94,14,8,24,25,0,0,48,46,2,2,24,10,1,0,36,45,0,0,0,18,0,13,0,,,,,,,
02/10/2025 10:37:44,Fundação Santa Casa de Misericórdia de Franca,2705982,02/10/2025,,115,111,8,8,81,81,14,12,24,24,0,0,48,41,2,2,24,11,1,0,36,49,0,0,0,18,0,13,0,,,,,,,
02/10/2025 12:51:33,Santa Casa de Misericórdia de Ituverava,2751704,02/10/2025,,30,21,19,4,12,2,8,4,5,1,3,0,9,9,1,1,0,0,0,0,12,2,9,1,2,0,0,0,0,,,,,,,
03/10/2025 09:13:49,Fundação Santa Casa de Misericórdia de Franca,2705982,03/10/2025,,115,106,8,8,81,85,14,11,24,21,0,0,48,43,2,2,24,13,1,0,36,49,0,0,0,18,0,14,0,,,,,,,
03/10/2025 12:50:18,Santa Casa de Misericórdia de Ituverava,2151704,03/10/2025,,30,25,19,5,11,2,8,0,5,2,3,0,9,9,1,1,0,0,0,0,12,2,9,0,2,0,0,0,0,,,,,,,
04/10/2025 09:17:52,Santa Casa de Misericórdia de Ituverava,2751704,04/10/2025,,30,25,19,3,11,3,8,0,5,3,3,0,9,9,1,1,0,0,0,0,12,3,8,0,2,0,0,0,0,,,,,,,
06/10/2025 09:15:13,Santa Casa de Misericórdia de Ituverava,2751704,06/10/2025,,30,28,19,3,11,5,8,1,5,2,3,0,9,9,1,1,0,0,0,0,12,2,9,0,1,0,0,0,0,,,,,,,
06/10/2025 10:46:14,Fundação Santa Casa de Misericórdia de Franca,2705982,04/10/2025,,115,107,8,8,81,65,14,5,24,26,0,0,48,44,2,2,24,13,1,0,36,41,0,0,0,18,0,9,0,,,,,,,
06/10/2025 10:50:35,Fundação Santa Casa de Misericórdia de Franca,2705982,05/10/2025,,115,102,8,8,81,57,14,2,24,24,0,0,48,44,2,2,24,15,1,0,36,31,0,0,0,18,0,5,0,,,,,,,
06/10/2025 10:59:11,Fundação Santa Casa de Misericórdia de Franca,2705982,06/10/2025,,115,111,8,8,81,78,14,3,24,28,0,0,48,40,2,2,24,14,1,1,36,38,0,0,0,18,0,5,0,,,,,,,
07/10/2025 10:04:11,Santa Casa de Misercordia de Ituverava,2751704,07/10/2025,,30,26,19,3,11,5,8,2,5,1,3,0,9,7,1,3,0,0,0,0,12,7,9,0,1,0,0,0,0,,,,,,,
07/10/2025 10:20:21,Fundação Santa Casa de Misericórdia de Franca,2705982,07/10/2025,,115,113,8,8,81,90,14,2,24,26,0,0,48,44,2,2,24,13,1,1,36,43,0,0,0,18,0,6,0,,,,,,,
08/10/2025 09:14:25,Santa Casa de Misericórdia de Ituverava,2751704,08/10/2025,,30,24,19,3,11,5,8,3,5,1,3,0,9,7,1,3,0,0,0,0,12,7,8,1,1,0,0,0,0,,,,,,,
08/10/2025 09:44:23,Fundação Santa Casa de Misericórdia de Franca,2705982,08/10/2025,,115,116,8,6,81,80,14,3,24,27,0,0,48,42,2,2,24,12,1,0,36,37,0,0,0,18,0,9,0,,,,,,,
09/10/2025 10:18:49,Santa Casa de Franca,2705982,09/10/2025,,115,110,8,6,81,80,14,6,24,27,0,0,48,39,2,2,24,15,0,0,36,41,0,0,1,18,0,9,0,,,,,,,
09/10/2025 11:42:43,Santa Casa de Misericórdia de Ituverava,2751704,09/10/2025,,30,22,19,3,11,2,8,2,5,1,3,0,9,8,1,2,0,0,0,0,12,5,9,2,2,0,0,0,0,,,,,,,
10/10/2025 09:16:26,Santa de Misericórdia de Ituverava,2751704,10/10/2025,,30,23,19,4,11,0,8,0,5,2,3,0,9,9,1,1,0,0,0,0,12,3,9,0,4,0,0,0,0,,,,,,,
10/10/2025 11:13:07,Santa Casa de Franca,2705982,10/10/2025,,115,105,8,7,81,78,14,7,24,27,0,0,48,42,2,2,24,13,0,0,36,37,0,0,0,18,0,9,0,,,,,,,
11/10/2025 08:14:39,Santa Casa de Misericórdia de Ituverava,2751704,11/10/2025,,30,24,19,3,11,0,8,1,5,1,3,0,9,9,1,1,0,0,0,0,12,1,8,0,4,0,0,0,0,,,,,,,
13/10/2025 10:07:07,Santa Casa de Franca,2705982,13/10/2025,,115,109,8,6,81,67,14,6,24,23,0,0,48,43,2,2,24,14,18,10,36,26,0,0,0,18,0,7,0,,,,,,,
13/10/2025 10:12:07,Santa Casa de Misericórdia de Ituverava,2751704,13/10/2025,,30,16,19,1,11,1,8,0,5,1,3,0,9,9,1,1,0,0,0,0,12,1,9,1,3,0,0,0,0,,,,,,,
14/10/2025 09:51:15,Santa Casa de Misericórdia de Ituverava,2751704,14/10/2025,,30,19,19,1,11,5,8,2,5,0,3,0,9,8,1,1,0,0,0,0,12,1,9,2,4,0,0,0,0,,,,,,,
14/10/2025 11:02:23,Fundação Santa Casa de Misericórdia de Franca,2705982,14/10/2025,,115,111,8,5,81,78,14,3,24,26,0,0,48,42,2,2,24,14,1,1,36,39,0,0,0,18,0,7,0,,,,,,,
15/10/2025 10:35:02,Fundação Santa Casa de Misericórdia de Franca,2705982,15/10/2025,,115,116,8,5,81,81,14,6,24,27,0,0,48,44,2,2,24,15,1,1,36,45,0,0,0,18,0,9,0,,,,,,,
15/10/2025 10:38:16,Santa Casa de Misericórdia de Ituverava,2751704,15/10/2025,,30,18,19,2,11,1,8,3,5,0,3,1,9,8,1,2,0,0,0,0,12,3,9,2,1,0,0,0,0,,,,,,,
16/10/2025 10:39:04,Fundação Santa Casa de Misericórdia de Franca,2705982,16/10/2025,,115,107,8,4,81,93,14,4,24,30,0,0,48,46,2,2,24,15,1,0,36,46,0,0,1,18,0,7,0,,,,,,,
16/10/2025 10:48:33,Santa Casa de Misericórdia de Ituverava,2751704,16/10/2025,,28,20,19,2,12,2,8,1,5,1,3,0,9,8,1,1,0,0,0,0,11,6,9,0,1,0,0,0,0,,,,,,,
17/10/2025 10:20:32,Santa Casa de Misericórdia de Ituverava,2751704,17/10/2025,,30,22,19,0,12,5,8,2,5,2,3,1,9,9,1,1,0,0,0,0,11,5,9,0,1,0,0,0,0,,,,,,,
17/10/2025 10:53:36,Santa Casa de Franca,2705982,17/10/2025,,115,122,8,4,81,84,14,7,24,28,0,0,48,45,2,2,24,13,0,0,36,46,0,0,0,18,0,9,0,,,,,,,
18/10/2025 10:11:32,Santa Casa de Misericórdia de Ituverava,2751704,18/10/2025,,30,22,19,2,11,2,8,2,5,1,3,0,9,8,1,1,0,0,0,0,11,2,9,0,1,0,0,0,0,,,,,,,
20/10/2025 09:41:59,Santa Casa de Misericórdia de Ituverava,2751704,20/10/2025,,33,23,19,4,12,2,8,0,5,2,3,0,9,7,1,1,0,0,0,0,11,1,9,0,2,0,0,0,0,,,,,,,
20/10/2025 10:32:59,Santa Casa de Franca,2705982,20/10/2025,,115,114,8,7,81,83,14,6,24,27,0,0,48,42,2,0,24,13,1,0,36,28,0,0,0,18,0,11,0,,,,,,,
21/10/2025 09:11:11,Santa Casa de Misericórdia de Ituverava,2751704,21/10/2025,,33,25,19,7,11,6,8,3,5,2,3,0,9,6,1,0,0,0,0,0,11,7,9,0,2,0,,0,0,,,,,,,
21/10/2025 11:39:59,Fundação Santa Casa de Misericórdia de Franca,2705982,21/10/2025,,115,115,8,7,81,93,14,4,24,29,0,0,48,45,2,1,24,14,1,0,36,33,0,0,0,18,0,12,0,,,,,,,
22/10/2025 08:11:38,Santa Casa de Misericordia de Ituverava,2751704,22/10/2025,,33,,19,10,11,2,8,5,5,3,3,0,9,8,1,0,0,0,0,0,11,7,9,1,2,0,0,0,0,,,,,,,
22/10/2025 11:57:35,Shayene Messias,2705982,22/10/2025,,115,110,8,8,81,99,14,5,24,29,0,0,48,43,2,2,24,14,1,0,36,31,0,0,1,18,0,12,0,,,,,,,
23/10/2025 09:29:00,Santa Casa de Franca,2705982,23/10/2025,,115,108,8,6,81,102,14,5,24,29,0,0,48,46,2,2,24,16,1,0,36,35,0,0,1,18,0,13,0,,,,,,,
23/10/2025 14:12:35,Santa Casa de Misericordia de Ituverava,2751704,23/10/2025,,33,25,19,5,11,4,8,6,5,2,3,0,9,10,1,0,0,0,0,0,11,2,9,1,2,0,0,0,0,,,,,,,
24/10/2025 08:42:31,Santa Casa de Misericórdia de Ituverava,2751704,24/10/2025,,33,22,19,6,11,4,8,4,5,2,3,0,9,10,1,0,0,0,0,0,11,1,9,2,2,0,0,0,0,,,,,,,
24/10/2025 10:31:04,Santa Casa de Franca,2705982,24/10/2025,,115,105,8,6,81,110,14,2,24,27,0,0,48,44,2,0,24,17,1,0,36,31,0,0,0,18,0,11,0,,,,,,,
25/10/2025 07:53:34,Santa Casa de Misericordia de Ituverava,2751704,25/10/2025,,33,14,19,4,11,2,8,1,5,1,3,0,9,9,1,1,0,0,0,0,11,0,9,0,1,0,0,0,0,,,,,,,
27/10/2025 07:52:27,Santa Casa de Misericordia de Ituv,2751704,27/10/2025,,33,19,19,4,11,0,8,2,5,3,3,0,9,8,1,1,0,0,0,0,11,2,9,1,0,0,0,0,0,,,,,,,
27/10/2025 11:32:43,Santa Casa de Franca,2705982,25/10/2025,,115,99,8,7,81,75,14,5,24,26,0,0,48,42,2,1,24,17,1,0,36,35,0,0,0,18,0,9,0,,,,,,,
27/10/2025 11:48:23,Santa Casa de Franca,2705982,26/10/2025,,115,79,8,6,81,71,14,2,24,27,0,0,48,43,2,0,24,16,1,0,36,41,0,0,0,18,0,10,0,,,,,,,
27/10/2025 13:34:35,Santa Casa de Franca,2705982,27/10/2025,,115,100,8,6,81,88,14,6,24,23,0,0,48,44,2,1,24,12,1,0,36,45,0,0,0,18,0,10,0,,,,,,,
28/10/2025 11:20:11,Santa Casa de Franca,2705982,28/10/2025,,115,99,8,8,81,103,14,11,24,25,0,0,48,40,2,1,24,11,1,0,36,44,0,0,0,18,0,12,0,,,,,,,
29/10/2025 09:45:01,Santa Casa de Misericórdia de Ituverava,2751704,29/10/2025,,33,17,19,7,12,3,8,5,5,1,3,0,9,9,1,1,0,0,0,0,11,3,9,1,1,0,0,0,0,,,,,,,
29/10/2025 10:48:44,Santa Casa de Franca,2705982,29/10/2025,,115,112,8,5,81,103,14,3,24,24,0,0,48,42,2,2,24,14,1,0,36,36,0,0,0,18,0,11,0,,,,,,,
30/10/2025 08:54:09,Santa Casa de Misericórdia de Ituverava,2751704,30/10/2025,,33,18,19,3,12,3,9,3,5,1,3,1,9,9,1,1,0,0,0,0,11,3,9,1,1,0,0,0,0,,,,,,,
30/10/2025 10:30:33,Santa Casa de Franca,2705982,30/10/2025,,115,88,8,5,81,106,14,14,24,28,0,0,48,39,2,2,24,13,1,0,36,35,0,0,,18,0,12,0,,,,,,,
31/10/2025 10:06:02,Santa Casa de Misericórdia de Ituverava,2751704,31/10/2025,,33,23,19,5,11,6,9,4,5,2,3,1,9,9,1,0,0,0,0,0,11,2,9,0,1,0,0,0,0,,,,,,,
31/10/2025 11:06:46,Fundação Santa Casa de Misericórdia de Franca,2705982,31/10/2025,,115,113,8,5,81,92,14,8,24,27,0,0,48,35,2,2,24,14,1,0,36,38,0,0,0,18,0,12,0,,,,,,,
1/11/2025 11:16:01,Santa Casa de Misericórdia de Ituverava,2751704,1/11/2025,,33,17,19,1,12,3,9,2,5,0,3,0,9,9,1,0,0,0,0,0,11,1,9,0,0,0,0,0,0,,,,,,,
3/11/2025 09:34:26,Santa Casa de Misericórdia de Ituverava,2751704,3/11/2025,,33,17,19,2,12,5,9,2,5,0,3,2,9,8,1,1,0,0,0,0,11,0,9,0,0,0,0,0,0,,,,,,,
3/11/2025 11:24:05,Fundação Santa Casa de Misericórdia de Franca,2705982,2/11/2025,,115,106,8,7,81,83,14,2,24,26,0,0,48,41,2,2,24,17,1,0,36,46,0,0,0,18,0,14,0,,,,,,,
3/11/2025 11:28:03,Fundação Santa Casa de Misericórdia de Franca,2705982,3/11/2025,,115,113,8,7,81,88,14,0,24,24,0,0,48,40,2,2,24,18,1,0,36,38,0,0,0,18,0,13,0,,,,,,,
4/11/2025 09:40:47,Santa Casa de Misericórdia de Ituverava,2751704,4/11/2025,,33,18,19,4,11,7,9,3,5,1,3,0,9,8,1,2,0,0,0,0,11,1,9,2,0,0,0,0,0,,,,,,,
4/11/2025 09:57:50,Fundação Santa Casa de Misericórdia de Franca,2705982,4/11/2025,,115,108,8,6,81,109,14,3,24,27,0,0,48,43,2,2,24,18,1,0,36,36,0,0,0,18,0,13,0,,,,,,,
5/11/2025 10:33:25,Santa Casa de Misericordia de Ituverava,2751704,5/11/2025,,33,17,19,4,11,4,9,9,5,1,3,0,9,8,1,1,0,0,0,0,11,1,9,3,1,0,0,0,0,,,,,,,
5/11/2025 11:13:12,Shayene Messias,2705982,5/11/2025,,115,104,8,8,81,105,14,2,24,27,0,0,48,40,2,2,24,16,1,0,36,28,0,0,0,18,0,11,0,,,,,,,
6/11/2025 09:55:18,Santa Casa de Misericórdia de Ituverava,2751704,6/11/2025,,33,18,19,3,11,3,9,5,5,1,3,0,9,9,1,1,0,0,0,0,11,1,9,3,1,0,0,0,0,,,,,,,
6/11/2025 14:59:10,Fundação Santa Casa de Misericórdia de Franca,2705982,6/11/2025,,115,111,8,7,81,99,14,3,24,25,0,0,48,39,2,2,24,12,1,0,36,31,0,0,0,18,0,8,0,,,,,,,
7/11/2025 11:14:24,Santa Casa de Misericórdia de Ituverava,2751704,7/11/2025,,33,20,19,3,11,6,9,1,5,1,3,0,9,9,1,1,0,0,0,0,11,3,9,3,1,0,0,0,0,,,,,,,
7/11/2025 11:35:44,Fundação Santa Casa de Misericórdia de Franca,2705982,7/11/2025,,115,94,8,6,81,103,14,2,24,27,0,0,48,34,2,2,24,14,1,0,36,38,0,0,0,18,0,10,0,,,,,,,
8/11/2025 09:22:02,Santa Casa de Misericórdia de Ituverava,2751704,8/11/2025,,33,17,19,4,11,2,9,2,5,0,3,0,9,7,1,0,0,0,0,0,11,1,9,2,1,0,0,0,0,,,,,,,
10/11/2025 10:05:12,Santa Casa de Misericordia de Ituverava,2751704,10/11/2025,,33,16,19,3,11,3,9,2,5,0,3,2,9,8,1,2,0,0,0,0,11,1,9,1,0,0,0,0,0,,,,,,,
10/11/2025 16:01:05,Fundação Santa Casa de Misericórdia de Franca,2705982,8/11/2025,,115,89,8,4,81,80,14,5,24,20,0,0,48,30,2,2,24,13,1,0,36,33,0,0,0,18,0,8,0,,,,,,,
10/11/2025 16:05:07,Fundação Santa Casa de Misericórdia de Franca,2705982,9/11/2025,,115,94,8,5,81,69,14,3,24,24,0,0,48,33,2,2,24,13,1,0,36,31,0,0,0,18,0,9,0,,,,,,,
10/11/2025 16:10:27,Fundação Santa Casa de Misericódia de Franca,2705982,10/11/2025,,115,97,8,6,81,83,14,3,24,22,0,0,48,31,2,2,24,14,1,0,36,37,0,0,0,18,0,9,0,,,,,,,
11/11/2025 08:10:12,Santa Casa de Misericórdia de Ituverava,2751704,11/11/2025,,33,17,19,3,11,4,9,0,5,0,3,1,9,7,1,3,0,0,0,0,11,1,9,2,0,0,0,0,0,,,,,,,
11/11/2025 13:29:12,Fundação Santa Casa de Misericórdia de Franca,2705982,11/11/2025,,115,91,8,7,81,88,14,3,24,20,0,0,48,33,2,2,24,13,1,0,36,40,0,0,0,18,0,10,0,,,,,,,
12/11/2025 08:24:43,Fundação Santa Casa de Misericórdia de Franca,2705982,12/11/2025,,115,104,8,6,81,86,14,4,24,20,0,0,48,32,2,2,24,14,1,1,36,38,0,0,0,18,0,9,0,,,,,,,
12/11/2025 08:56:33,Santa Casa de Misericórdia de Ituverava,2751704,12/11/2025,,33,22,19,6,11,4,9,2,5,0,3,0,9,7,1,3,0,0,0,0,11,3,9,1,0,0,0,0,0,,,,,,,
13/11/2025 07:38:45,Sana Casa de Misericordia de Ituverava,2751704,13/11/2025,,33,22,19,3,11,4,9,0,5,0,3,0,9,6,1,3,0,0,0,0,11,2,9,3,0,0,0,0,0,,,,,,,
13/11/2025 08:44:46,Fundação Santa Casa de Misericórdia de Franca,2705982,13/11/2025,,115,99,8,5,81,85,14,4,24,22,0,0,48,30,2,2,24,13,1,1,36,43,0,0,1,18,0,10,0,,,,,,,
14/11/2025 10:05:16,Santa Casa de Misericórdia Ituverava,2751704,14/11/2025,,33,16,19,4,11,2,9,2,5,0,3,0,9,7,1,3,0,0,0,0,11,1,9,4,0,0,0,0,0,,,,,,,
14/11/2025 14:01:27,Fundação Santa Casa de Misericórdia de Franca,2705982,14/11/2025,,115,100,8,6,81,84,14,5,24,18,0,0,48,28,2,1,24,12,1,0,36,45,0,0,0,18,0,13,0,,,,,,,
17/11/2025 08:27:26,Santa Casa de Misericórdia de Ituverava,2751704,17/11/2025,,33,8,19,5,11,3,9,0,5,0,3,2,9,8,1,2,0,0,0,0,11,4,9,1,0,0,0,0,0,,,,,,,
17/11/2025 08:51:23,Santa Casa de Franca,2705982,16/11/2025,,115,103,8,6,81,59,14,0,24,11,0,0,48,31,2,0,24,11,1,0,36,35,0,0,0,18,0,17,0,,,,,,,
17/11/2025 09:16:32,Santa Casa de Franca,2705982,17/11/2025,,115,111,8,6,81,74,14,3,24,18,0,0,48,30,2,0,24,12,1,0,36,26,0,0,0,18,0,17,0,,,,,,,
18/11/2025 08:40:02,Santa Casa de Misericórdia de Ituverava,2751704,18/11/2025,,33,11,19,5,11,4,9,2,5,0,3,1,9,9,1,1,0,0,0,0,11,4,9,2,0,0,0,0,0,,,,,,,
18/11/2025 12:44:17,Fundação Santa Casa de Misericórdia de Franca,2705982,18/11/2025,,115,107,8,6,81,94,14,2,24,17,0,0,48,35,2,1,24,15,1,0,36,31,0,0,0,18,0,17,0,,,,,,,